# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1622319197, 8988198, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319202, 8990421, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319207, 8992614, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319212, 8994790, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319217, 8997160, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319222, 8999424, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319228, 9001698, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319233, 9004016, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319238, 9006378, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319243, 9008726, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319248, 9011010, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319253, 9013224, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319258, 9015448, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319264, 9017794, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319269, 9020029, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319274, 9022253, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319279, 9024618, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319284, 9026975, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319289, 9029213, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319294, 9031574, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319300, 9033936, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319305, 9036143, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319310, 9038402, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319315, 9040766, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319320, 9043023, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319325, 9045282, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319330, 9047478, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319335, 9049682, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319340, 9051939, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319345, 9054176, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319350, 9056402, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319355, 9058616, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319360, 9060933, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319365, 9063141, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319371, 9065386, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319376, 9067739, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319381, 9070101, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319386, 9072306, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319391, 9074565, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319397, 9076853, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319402, 9079188, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319407, 9081558, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319412, 9083766, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319417, 9086010, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319422, 9088291, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319428, 9090659, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319433, 9092894, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319438, 9095233, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319443, 9097496, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319448, 9099793, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319454, 9102118, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319459, 9104354, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319464, 9106564, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319469, 9108889, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319474, 9111110, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319479, 9113316, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319484, 9115574, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319489, 9117842, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319494, 9120185, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319500, 9122537, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319505, 9124894, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319510, 9127195, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319515, 9129480, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319520, 9131742, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319525, 9133955, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319531, 9136257, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319536, 9138552, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319541, 9140809, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319546, 9143135, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319551, 9145328, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319556, 9147557, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319561, 9149725, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319566, 9151947, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319571, 9154198, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319577, 9156563, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319582, 9158847, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319587, 9161024, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319592, 9163240, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319597, 9165554, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319602, 9167787, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319607, 9170003, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319612, 9172291, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319617, 9174613, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319622, 9176824, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319628, 9179029, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319633, 9181311, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319638, 9183576, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319643, 9185793, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319648, 9188103, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319653, 9190359, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319658, 9192583, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319663, 9194825, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319668, 9197077, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319673, 9199322, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319679, 9201636, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319684, 9203877, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319689, 9206223, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319694, 9208509, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319700, 9210739, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319705, 9213052, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319710, 9215315, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319715, 9217521, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319720, 9219791, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319725, 9222015, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319730, 9224285, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319735, 9226500, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319741, 9228691, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319746, 9231065, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319751, 9233196, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319756, 9235329, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319761, 9237602, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319766, 9239869, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319771, 9242077, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319777, 9244417, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319782, 9246633, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319787, 9248964, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319792, 9251217, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319797, 9253460, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319802, 9255658, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319807, 9257967, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319812, 9260270, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319817, 9262514, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319823, 9264785, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319828, 9267036, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319833, 9269384, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319838, 9271755, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319843, 9274021, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319848, 9276291, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319853, 9278657, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319859, 9280851, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319864, 9283266, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319869, 9285557, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319874, 9287823, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319879, 9290078, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319885, 9292470, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319890, 9294728, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319895, 9296978, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319900, 9299250, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319905, 9301622, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319910, 9303910, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319915, 9306166, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319920, 9308437, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319925, 9310670, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319930, 9313006, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319935, 9315219, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319940, 9317497, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319946, 9319640, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319951, 9321919, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319956, 9324168, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319961, 9326523, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319966, 9328749, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319972, 9331161, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319977, 9333450, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319982, 9335775, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319987, 9338093, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319992, 9340291, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622319997, 9342527, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320002, 9344718, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320007, 9346923, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320013, 9349266, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320018, 9351581, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320023, 9353816, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320028, 9356143, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320033, 9358456, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320039, 9360858, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320044, 9363181, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320049, 9365450, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320054, 9367735, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320059, 9370059, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320064, 9372440, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320069, 9374679, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320074, 9377020, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320080, 9379389, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320085, 9381661, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320090, 9383934, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320095, 9386155, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320100, 9388437, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320105, 9390642, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320110, 9392899, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320115, 9395218, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320120, 9397498, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320125, 9399830, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320130, 9402027, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320136, 9404343, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320141, 9406647, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320146, 9408945, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320151, 9411276, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320156, 9413716, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320161, 9416010, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320166, 9418248, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320171, 9420554, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320176, 9422843, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320181, 9425155, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320186, 9427443, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320192, 9429861, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320197, 9432090, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320202, 9434411, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320207, 9436855, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320212, 9439163, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320217, 9441465, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320222, 9443812, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320228, 9446247, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320233, 9448553, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320238, 9450904, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320243, 9453208, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320248, 9455606, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320253, 9458032, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320258, 9460318, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320264, 9462772, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320269, 9465113, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320274, 9467419, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320279, 9469825, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320284, 9471975, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320289, 9474288, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320294, 9476608, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320299, 9478929, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320305, 9481363, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320310, 9483622, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320315, 9485970, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320320, 9488383, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320325, 9490721, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320330, 9493069, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320335, 9495476, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320340, 9497783, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320346, 9500187, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320351, 9502479, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320356, 9504815, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320361, 9507250, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320366, 9509748, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320371, 9512240, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320376, 9514829, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320381, 9517343, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320386, 9519808, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320391, 9522326, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320396, 9524792, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320401, 9527417, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320407, 9530016, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320412, 9532654, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320417, 9535212, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320423, 9537862, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320428, 9540434, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320433, 9542911, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320438, 9545557, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320443, 9548017, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320448, 9549952, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320453, 9553221, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320459, 9555946, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320464, 9558470, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320469, 9561182, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320474, 9564030, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320479, 9566827, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320485, 9569674, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320490, 9572317, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320495, 9575205, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320500, 9578186, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320505, 9580995, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320510, 9583860, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320516, 9586828, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320521, 9589648, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320526, 9592487, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320531, 9595427, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320536, 9598385, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320541, 9601277, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320546, 9604301, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320551, 9607139, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320556, 9610036, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320561, 9612862, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320566, 9615661, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320572, 9618643, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320577, 9621491, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320582, 9624309, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320587, 9627275, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320592, 9630170, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320597, 9633060, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320602, 9635904, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320607, 9638786, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320613, 9641644, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320618, 9644477, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320623, 9647281, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320628, 9650172, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320633, 9653071, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320638, 9655912, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320643, 9658892, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320648, 9661765, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320653, 9664673, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320659, 9667705, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320664, 9670584, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320669, 9673466, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320674, 9676319, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320679, 9679323, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320684, 9682115, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320689, 9684975, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320694, 9687937, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320699, 9690775, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320704, 9693665, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320710, 9696616, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320715, 9699578, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320720, 9702618, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320725, 9705586, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320730, 9708399, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320735, 9711213, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320741, 9714023, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320746, 9716860, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320751, 9719816, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320756, 9722651, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320761, 9725477, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320766, 9728303, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320771, 9731130, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320776, 9734029, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320781, 9736816, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320786, 9739731, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320792, 9742616, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320797, 9745526, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320802, 9748307, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320807, 9751045, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320812, 9754008, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320817, 9756903, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320822, 9759817, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320827, 9762694, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320832, 9765588, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320838, 9768482, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320843, 9771348, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320848, 9774371, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320853, 9777285, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320858, 9780045, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320863, 9782867, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320868, 9785741, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320873, 9788483, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320878, 9791321, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320883, 9794213, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
1622320888, 9797063, 0, 6, 0, 0, 0.05%, 0, 0, 1, 0.00
