Code;Repetition;Time;Bugs
pdftops;1;14542;11
pdftops;2;25785;5
pdftops;3;83931;168
pdftops;4;86235;67
pdftops;5;81668;525
pdftops;6;23210;7
pdftops;7;26474;1
pdftops;8;1490;3
pdftops;9;19265;1
pdftops;10;86075;3
pdftops;11;81520;527
pdftops;12;86220;526
pdftops;13;24474;2
pdftops;14;84605;19
