Code;Repetition;Time;Bugs
nm-new;1;0;0
nm-new;2;0;0
nm-new;3;0;0
nm-new;4;0;0
nm-new;5;0;0
nm-new;6;75598;2
nm-new;7;0;0
nm-new;8;0;0
nm-new;9;0;0
nm-new;10;0;0
nm-new;11;0;0
nm-new;12;0;0
nm-new;13;0;0
nm-new;14;0;0
nm-new;15;0;0
