Code;Repetition;Time;Bugs
pdftops;1;17939;88
pdftops;2;17816;56
pdftops;3;17631;97
pdftops;4;17535;46
pdftops;5;17565;266
pdftops;6;17499;91
pdftops;7;16665;72
pdftops;8;16332;62
pdftops;9;14975;2
pdftops;10;14990;2
pdftops;11;14562;13
pdftops;12;14403;4
pdftops;13;14018;38
pdftops;14;13998;41
pdftops;15;63996;1
