Code;Repetition;Time;Bugs
tiffsplit;1;0;0
tiffsplit;2;0;0
tiffsplit;3;0;0
tiffsplit;4;0;0
tiffsplit;5;0;0
tiffsplit;6;0;0
tiffsplit;7;0;0
tiffsplit;8;0;0
tiffsplit;9;0;0
tiffsplit;10;0;0
tiffsplit;11;0;0
tiffsplit;12;0;0
tiffsplit;13;0;0
tiffsplit;14;0;0
tiffsplit;15;0;0
