Code;Repetition;Time;Bugs
pdftops;1;0;0
pdftops;2;74775;4
pdftops;3;667;1
pdftops;4;62567;2
pdftops;5;0;0
pdftops;6;84818;8
pdftops;7;40;1
pdftops;8;76719;5
pdftops;9;0;0
pdftops;10;72777;6
pdftops;11;0;0
pdftops;12;62317;5
pdftops;13;0;0
pdftops;14;0;0
pdftops;15;0;0
