Code;Repetition;Time;Bugs
xmllint;1;42038;1
xmllint;2;0;0
xmllint;3;65124;2
xmllint;4;83537;12
xmllint;5;41216;1
xmllint;6;0;0
xmllint;7;84502;5
xmllint;8;0;0
xmllint;9;0;0
xmllint;10;78084;6
xmllint;11;0;0
xmllint;12;14984;1
xmllint;13;84438;9
xmllint;14;0;0
xmllint;15;41869;2
