Code;Repetition;Time;Bugs
mp3gain;1;83699.5;79
mp3gain;2;83.337.593;8
mp3gain;3;84.489.656;26
mp3gain;4;81624.93;74
mp3gain;5;83495.35;83
mp3gain;6;85.596.899;22
mp3gain;7;84.772.759;37
mp3gain;8;84.636.476;33
mp3gain;9;83.104.972;41
mp3gain;10;86186.25;23
mp3gain;11;78.524.843;58
mp3gain;12;78220.67;26
mp3gain;13;75660.25;29
mp3gain;14;75742.41;34
mp3gain;15;78.221.421;21
