Code;Repetition;Time;Bugs
pdftotext;1;0;0
pdftotext;2;0;0
pdftotext;3;80300;26
pdftotext;4;71949;15
pdftotext;5;73777;34
pdftotext;6;0;0
pdftotext;7;0;0
pdftotext;8;0;0
pdftotext;9;81948;1
pdftotext;10;22944;1
pdftotext;11;77669;30
pdftotext;12;71976;32
pdftotext;13;71767;16
pdftotext;14;76273;21
pdftotext;15;75817;34
