Code;Repetition;Time;Bugs
jpegtran;1;18656;2
jpegtran;2;0;0
jpegtran;3;29903;5
jpegtran;4;84408;4
jpegtran;5;12432;1
jpegtran;6;17789;5
jpegtran;7;55428;2
jpegtran;8;3607;4
jpegtran;9;15797;4
jpegtran;10;14246;8
jpegtran;11;1059;3
jpegtran;12;33706;5
jpegtran;13;24678;2
jpegtran;14;85694;12
jpegtran;15;14918;3
