Code;Repetition;Time;Bugs
pdftotext;1;8515;5
pdftotext;2;0;0
pdftotext;3;52137;123
pdftotext;4;80488;61
pdftotext;5;75289;106
pdftotext;6;0;0
pdftotext;7;0;0
pdftotext;8;0;0
pdftotext;9;52764;1
pdftotext;10;39420;1
pdftotext;11;44811;70
pdftotext;12;43801;70
pdftotext;13;82302;61
pdftotext;14;74705;110
pdftotext;15;74234;106
