Code;Repetition;Time;Bugs
tiffsplit;1;83074;49
tiffsplit;2;85161;78
tiffsplit;3;8025;7
tiffsplit;4;85949;225
tiffsplit;5;83271;1
tiffsplit;6;86082;149
tiffsplit;7;79914;115
tiffsplit;8;85655;110
tiffsplit;9;65428;49
tiffsplit;10;54947;83
tiffsplit;11;54752;57
tiffsplit;12;86223;95
tiffsplit;13;79562;95
tiffsplit;14;82992;58
tiffsplit;15;47859;129
