Code;Repetition;Time;Bugs
pdftotext;1;79494;6
pdftotext;2;55767;18
pdftotext;3;65160;5
pdftotext;4;0;0
pdftotext;5;53273;2
pdftotext;6;60507;24
pdftotext;7;72347;2
pdftotext;8;0;0
pdftotext;9;67804;3
pdftotext;10;55216;1
pdftotext;11;85661;3
pdftotext;12;84746;15
pdftotext;13;16617;2
pdftotext;14;68968;1
pdftotext;15;73652;20
