Code;Repetition;Time;Bugs
pdftops;1;0;0
pdftops;2;15550;2
pdftops;3;55694;23
pdftops;4;75674;21
pdftops;5;67370;27
pdftops;6;3132;1
pdftops;7;15404;2
pdftops;8;0;0
pdftops;9;0;0
pdftops;10;38930;4
pdftops;11;68386;27
pdftops;12;64384;26
pdftops;13;10939;1
pdftops;14;53225;8
pdftops;15;0;0
