Code;Repetition;Time;Bugs
nm-new;1;53673;1
nm-new;2;0;0
nm-new;3;0;0
nm-new;4;0;0
nm-new;5;0;0
nm-new;6;0;0
nm-new;7;0;0
nm-new;8;0;0
nm-new;9;7871;2
nm-new;10;0;0
nm-new;11;0;0
nm-new;12;0;0
nm-new;13;65097;1
nm-new;14;0;0
nm-new;15;51806;1
