Code;Repetition;Time;Bugs
strings;1;56657;3
strings;2;58944;2
strings;3;52914;2
strings;4;14188;1
strings;5;75188;2
strings;6;77340;1
strings;7;77327;1
strings;8;50848;2
strings;9;53170;2
strings;10;59621;2
strings;11;53219;3
strings;12;64653;1
strings;13;52017;2
strings;14;0;0
strings;15;64623;1
