Code;Repetition;Time;Bugs
strings;1;56657;3
strings;2;58944;2
strings;3;52914;2
strings;4;46922;1
strings;5;0;0
strings;6;83589;1
strings;7;50332;1
strings;8;50848;2
strings;9;42417;1
strings;10;59621;2
strings;11;53219;3
strings;12;52942;1
strings;13;52017;2
strings;14;0;0
strings;15;0;0
