Code;Repetition;Time;Bugs
pngtest;1;10208;15
pngtest;2;18898;16
pngtest;3;7053;2
pngtest;4;8804;14
pngtest;5;8160;7
pngtest;6;0;0
pngtest;7;7411;5
pngtest;8;0;0
pngtest;9;4350;1
pngtest;10;8103;4
pngtest;11;7514;2
pngtest;12;6300;1
pngtest;13;7831;1
pngtest;14;0;0
pngtest;15;4079;1
