Code;Repetition;Time;Bugs
pngtest;1;32027;7
pngtest;2;0;0
pngtest;3;30156;21
pngtest;4;0;0
pngtest;5;23773;1
pngtest;6;0;0
pngtest;7;31327;7
pngtest;8;0;0
pngtest;9;0;0
pngtest;10;35456;45
pngtest;11;20255;5
pngtest;12;45574;2
pngtest;13;0;0
pngtest;14;27439;10
pngtest;15;29233;3
