Code;Repetition;Time;Bugs
xmllint;1;82610;9
xmllint;2;84175;4
xmllint;3;84842;6
xmllint;4;85634;12
xmllint;5;86199;8
xmllint;6;83274;8
xmllint;7;82477;15
xmllint;8;84748;9
xmllint;9;80867;10
xmllint;10;83936;8
xmllint;11;70968;8
xmllint;12;83869;8
xmllint;13;80562;18
xmllint;14;84372;3
xmllint;15;83980;21
