Code;Repetition;Time;Bugs
pdftops;1;0;0
pdftops;2;1939;1
pdftops;3;51093;22
pdftops;4;71049;22
pdftops;5;71780;22
pdftops;6;0;0
pdftops;7;0;0
pdftops;8;0;0
pdftops;9;0;0
pdftops;10;42357;2
pdftops;11;72296;23
pdftops;12;72296;24
pdftops;13;0;0
pdftops;14;85876;12
pdftops;15;0;0
