Code;Repetition;Time;Bugs
pngtest;1;60075;500
pngtest;2;55146;500
pngtest;3;85211;349
pngtest;4;83315;157
pngtest;5;78916;294
pngtest;6;84387;235
pngtest;7;85673;201
pngtest;8;85738;63
pngtest;9;85536;106
pngtest;10;84391;59
pngtest;11;80870;159
pngtest;12;71787;36
pngtest;13;83835;89
pngtest;14;71732;43
pngtest;15;56778;46
