Code;Repetition;Time;Bugs
jpegtran;1;61.611;7
jpegtran;2;84897,49;40
jpegtran;3;73257,665;13
jpegtran;4;66684,6;8
jpegtran;5;85788,12;19
jpegtran;6;74546,811;9
jpegtran;7;85276,9;54
jpegtran;8;83858,34;11
jpegtran;9;85669,965;18
jpegtran;10;86192,05;18
jpegtran;11;81921,93;16
jpegtran;12;48367,84;9
jpegtran;13;76345,619;23
jpegtran;14;82441,82;84
jpegtran;15;3920,881;27
