Code;Repetition;Time;Bugs
mp3gain;1;86323;1694
mp3gain;2;86386;2261
mp3gain;3;86357;1610
mp3gain;4;86291;624
mp3gain;5;86320;1550
mp3gain;6;86360;1770
mp3gain;7;86385;880
mp3gain;8;86371;1964
mp3gain;9;86350;87
mp3gain;10;86325;332
mp3gain;11;208;6
mp3gain;12;86257;380
mp3gain;13;83428;1
mp3gain;14;61839;4
mp3gain;15;505;3
