Code;Repetition;Time;Bugs
xmllint;1;78043;1
xmllint;2;0;0
xmllint;3;0;0
xmllint;4;0;0
xmllint;5;25283;1
xmllint;6;70133;1
xmllint;7;0;2
xmllint;8;83044;2
xmllint;9;0;0
xmllint;10;0;0
xmllint;11;79389;2
xmllint;12;0;0
xmllint;13;0;0
xmllint;14;0;0
xmllint;15;21576;1
