Code;Repetition;Time;Bugs
pngtest;1;17066;2
pngtest;2;2749;3
pngtest;3;81726;25
pngtest;4;0;0
pngtest;5;0;0
pngtest;6;0;0
pngtest;7;0;0
pngtest;8;0;0
pngtest;9;0;0
pngtest;10;81352;25
pngtest;11;0;0
pngtest;12;0;0
pngtest;13;13048;4
pngtest;14;59291;8
pngtest;15;0;0
