Code;Repetition;Time;Bugs
mp3gain;1;68623;33
mp3gain;2;66739;21
mp3gain;3;36701;27
mp3gain;4;62735;30
mp3gain;5;65010;28
mp3gain;6;84308;33
mp3gain;7;81852;31
mp3gain;8;44986;32
mp3gain;9;51141;29
mp3gain;10;50961;23
mp3gain;11;34319;38
mp3gain;12;68687;14
mp3gain;13;57173;10
mp3gain;14;51568;17
mp3gain;15;55775;6
