Code;Repetition;Time;Bugs
pdftops;1;3156;1
pdftops;2;83086;1
pdftops;3;82935;1
pdftops;4;82808;1
pdftops;5;71499;1
pdftops;6;63817;1
pdftops;7;0;0
pdftops;8;82318;3
pdftops;9;63483;1
pdftops;10;5941;3
pdftops;11;68839;32
pdftops;12;62961;37
pdftops;13;62331;1
pdftops;14;62209;10
pdftops;15;0;0
