Code;Repetition;Time;Bugs
jpegtran;1;6990;1
jpegtran;2;4211;1
jpegtran;3;19540;1
jpegtran;4;0;0
jpegtran;5;0;0
jpegtran;6;73696;1
jpegtran;7;13802;1
jpegtran;8;0;0
jpegtran;9;14617;1
jpegtran;10;31819;5
jpegtran;11;8149;3
jpegtran;12;61916;2
jpegtran;13;0;0
jpegtran;14;7665;2
jpegtran;15;5708;2
