Code;Repetition;Time;Bugs
tiffsplit;1;83576;160
tiffsplit;2;82882;166
tiffsplit;3;85608;258
tiffsplit;4;86240;262
tiffsplit;5;86125;158
tiffsplit;6;84131;149
tiffsplit;7;83131;181
tiffsplit;8;85165;202
tiffsplit;9;86144;352
tiffsplit;10;81999;178
tiffsplit;11;85981;276
tiffsplit;12;85409;217
tiffsplit;13;83101;192
tiffsplit;14;85989;141
tiffsplit;15;85480;197
