Code ;Repetition;Time;Bugs
pdftops;1;85614;104
pdftops;2;85623;288
pdftops;3;85936;362
pdftops;4;85033;218
pdftops;5;86178;1167
pdftops;6;81161;20
pdftops;7;85296;236
pdftops;8;85250;354
pdftops;9;85994;678
pdftops;10;85872;58
pdftops;11;86307;1132
pdftops;12;86292;546
pdftops;13;86305;426
pdftops;14;86291;389
pdftops;15;0;0
