Code;Repetition;Time;Bugs
jpegtran;1;19674;1
jpegtran;2;60385;7
jpegtran;3;5212;2
jpegtran;4;75610;1
jpegtran;5;0;0
jpegtran;6;13787;1
jpegtran;7;0;0
jpegtran;8;0;0
jpegtran;9;0;0
jpegtran;10;76759;2
jpegtran;11;78248;1
jpegtran;12;0;0
jpegtran;13;0;0
jpegtran;14;0;0
jpegtran;15;0;0
;;;
;;;
