Code;Repetition;Time;Bugs
jpegtran;1;13698;2
jpegtran;2;85078;10
jpegtran;3;84059;10
jpegtran;4;45889;5
jpegtran;5;32534;5
jpegtran;6;39073;10
jpegtran;7;39726;3
jpegtran;8;9039;1
jpegtran;9;42152;5
jpegtran;10;40989;7
jpegtran;11;24267;5
jpegtran;12;39280;5
jpegtran;13;56596;10
jpegtran;14;52853;4
jpegtran;15;78490;19
