alg,SUT,rep,# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec, total_execs
AFLfast,nm-new,8,1623743839, 1, 0, 6, 6, 6, 2.27%, 0, 0, 1, 128.69, 48
AFLfast,nm-new,8,1623743844, 1, 0, 49, 49, 6, 2.71%, 0, 0, 2, 254.14, 1596
AFLfast,nm-new,8,1623743849, 1, 0, 113, 113, 6, 2.93%, 0, 0, 2, 249.11, 2880
AFLfast,nm-new,8,1623743854, 1, 0, 133, 133, 6, 3.06%, 0, 0, 2, 242.72, 4031
AFLfast,nm-new,8,1623743859, 1, 0, 156, 156, 6, 3.10%, 0, 0, 2, 244.46, 5019
AFLfast,nm-new,8,1623743864, 1, 0, 169, 169, 6, 3.15%, 0, 0, 2, 238.45, 5987
AFLfast,nm-new,8,1623743869, 1, 0, 179, 179, 6, 3.17%, 0, 0, 2, 230.93, 6939
AFLfast,nm-new,8,1623743875, 1, 0, 191, 191, 6, 3.17%, 0, 0, 2, 247.61, 7935
AFLfast,nm-new,8,1623743880, 1, 0, 197, 197, 6, 3.18%, 0, 0, 2, 228.86, 8879
AFLfast,nm-new,8,1623743885, 1, 0, 199, 199, 6, 3.18%, 0, 0, 2, 28.23, 9835
AFLfast,nm-new,8,1623743890, 1, 0, 202, 202, 6, 3.19%, 0, 0, 2, 193.11, 10838
AFLfast,nm-new,8,1623743895, 1, 0, 203, 203, 6, 3.19%, 0, 0, 2, 193.42, 11644
AFLfast,nm-new,8,1623743900, 1, 0, 209, 209, 6, 3.20%, 0, 0, 2, 197.15, 12496
AFLfast,nm-new,8,1623743905, 1, 0, 213, 213, 6, 3.23%, 0, 0, 2, 236.05, 13347
AFLfast,nm-new,8,1623743911, 1, 0, 216, 216, 6, 3.23%, 0, 0, 2, 203.99, 14231
AFLfast,nm-new,8,1623743916, 1, 0, 221, 221, 6, 3.24%, 0, 0, 2, 24.17, 15130
AFLfast,nm-new,8,1623743921, 1, 0, 223, 223, 6, 3.24%, 0, 0, 2, 192.09, 16136
AFLfast,nm-new,8,1623743927, 1, 0, 226, 226, 6, 3.24%, 0, 0, 2, 197.91, 16964
AFLfast,nm-new,8,1623743932, 1, 0, 232, 232, 6, 3.27%, 0, 0, 2, 202.84, 17835
AFLfast,nm-new,8,1623743937, 1, 0, 233, 233, 6, 3.27%, 0, 0, 2, 215.76, 18783
AFLfast,nm-new,8,1623743942, 1, 0, 236, 236, 6, 3.27%, 0, 0, 2, 220.10, 19675
AFLfast,nm-new,8,1623743947, 1, 0, 241, 241, 6, 3.28%, 0, 0, 2, 190.28, 20519
AFLfast,nm-new,8,1623743952, 1, 0, 243, 243, 6, 3.28%, 0, 0, 2, 29.32, 21450
AFLfast,nm-new,8,1623743957, 1, 0, 247, 247, 6, 3.28%, 0, 0, 2, 195.48, 22460
AFLfast,nm-new,8,1623743963, 1, 0, 251, 251, 6, 3.28%, 0, 0, 2, 196.74, 23320
AFLfast,nm-new,8,1623743968, 1, 0, 254, 254, 6, 3.29%, 0, 0, 2, 233.60, 24235
AFLfast,nm-new,8,1623743973, 1, 0, 261, 261, 6, 3.32%, 0, 0, 2, 220.51, 25131
AFLfast,nm-new,8,1623743978, 1, 0, 265, 265, 6, 3.32%, 0, 0, 2, 180.89, 25994
AFLfast,nm-new,8,1623743988, 1, 1, 267, 266, 101, 3.32%, 0, 0, 2, 26.63, 27783
AFLfast,nm-new,8,1623743998, 1, 1, 269, 268, 101, 3.32%, 0, 0, 2, 195.39, 29788
AFLfast,nm-new,8,1623744004, 1, 1, 279, 278, 101, 3.33%, 0, 0, 2, 138.97, 30394
AFLfast,nm-new,8,1623744116, 1, 1, 285, 284, 101, 3.35%, 0, 0, 2, 0.09, 30922
AFLfast,nm-new,8,1623744121, 1, 1, 288, 287, 101, 3.35%, 0, 0, 2, 94.06, 31394
AFLfast,nm-new,8,1623744245, 1, 1, 291, 290, 101, 3.35%, 0, 0, 2, 81.11, 32376
AFLfast,nm-new,8,1623744250, 1, 1, 292, 291, 101, 3.35%, 0, 0, 2, 73.71, 32735
AFLfast,nm-new,8,1623744400, 1, 1, 293, 292, 101, 3.35%, 0, 0, 2, 69.35, 33716
AFLfast,nm-new,8,1623744582, 1, 1, 294, 293, 101, 3.35%, 0, 0, 2, 64.41, 35068
AFLfast,nm-new,8,1623744735, 1, 1, 295, 294, 101, 3.35%, 0, 0, 2, 0.05, 35089
AFLfast,nm-new,8,1623744745, 1, 1, 296, 295, 101, 3.36%, 0, 0, 2, 64.51, 35760
AFLfast,nm-new,8,1623744750, 1, 1, 297, 296, 101, 3.36%, 0, 0, 2, 62.24, 36078
AFLfast,nm-new,8,1623744916, 1, 1, 298, 297, 101, 3.36%, 0, 0, 2, 68.35, 36484
AFLfast,nm-new,8,1623745077, 1, 1, 299, 298, 101, 3.36%, 0, 0, 2, 0.06, 37177
